route_id,vehicle_type,power_type,vehicle_instance,unit_sequence,customer_sequence,unit_type_sequence,departure_min,departure_hhmm,return_min,return_hhmm,route_cost,startup_cost,energy_cost,carbon_cost,waiting_cost,late_cost,total_wait_min,total_late_min,fuel_l,electricity_kwh,route_distance_km,after_hours_travel_km,after_hours_service_count,after_hours_return_flag,late_positive_stop_count,max_late_min,load_used_kg,load_used_m3,weight_utilization,volume_utilization,green_zone_visit_count,fuel_green_zone_pre16_violation_count
96,fuel_3000,fuel,23,"71,9,105",0->31->19->50->0,mandatory_split->normal->mandatory_split,463.0,15:43,836.6378784179688,21:57,1059.135124,400.0,537.01292,114.577559,7.544645,0.0,22.633936,0.0,54.996354,72.250408,179.305296,52.201241,0,1,0,0.0,2747.9623,6.382541,0.915987,0.472781,0,0
97,fuel_3000,fuel,24,72,0->31->0,mandatory_split,451.0,15:31,674.7816627032589,19:15,787.940821,400.0,319.717478,68.223343,0.0,0.0,0.0,0.0,32.799092,42.753895,105.217102,0.0,0,0,0,0.0,2993.52505,6.898755,0.997842,0.511019,0,0
98,fuel_3000,fuel,25,73,0->31->0,mandatory_split,451.0,15:31,674.7816627032589,19:15,787.940821,400.0,319.717478,68.223343,0.0,0.0,0.0,0.0,32.799092,42.753895,105.217102,0.0,0,0,0,0.0,2993.52505,6.898755,0.997842,0.511019,0,0
99,fuel_3000,fuel,26,"75,127",0->36->55->0,mandatory_split->mandatory_split,414.0,14:54,698.998161315918,19:39,910.169491,400.0,417.309686,89.042799,0.908369,2.908637,2.725107,3.490364,42.773556,55.977393,139.111536,0.0,0,0,1,3.490364,2999.2254,8.766639,0.999742,0.649381,0,0
100,fuel_3000,fuel,27,"77,122",0->39->54->0,mandatory_split->mandatory_split,314.0,13:14,728.4556121826172,20:08,1159.059669,400.0,596.25759,127.192739,35.609341,0.0,106.828022,0.0,60.888444,81.034469,201.353383,0.0,0,0,0,0.0,2800.7752,6.30797,0.933592,0.467257,0,0
101,fuel_3000,fuel,28,"78,118",0->39->54->0,mandatory_split->mandatory_split,314.0,13:14,728.4556121826172,20:08,1165.86062,400.0,601.862929,128.38835,35.609341,0.0,106.828022,0.0,61.460079,81.799832,201.353383,0.0,0,0,0,0.0,2975.6813,8.17269,0.991894,0.605384,0,0
102,fuel_3000,fuel,29,"96,15,46,145",0->46->32->93->61->0,mandatory_split->normal->normal->mandatory_split,114.0,09:54,469.6158730293682,15:50,987.0419,400.0,463.683444,98.942055,1.916519,22.499881,5.749558,26.999857,47.556756,62.058859,149.337523,0.0,0,0,1,26.999857,2968.8183,7.63255,0.989606,0.565374,0,0
103,fuel_3000,fuel,30,"97,143",0->46->61->0,mandatory_split->mandatory_split,96.0,09:36,370.5581932067871,14:11,896.532753,400.0,409.218743,87.31401,0.0,0.0,0.0,0.0,41.927656,54.969076,134.499481,0.0,0,0,0,0.0,2943.3968,8.11125,0.981132,0.600833,0,0
104,fuel_3000,fuel,31,98,0->48->0,mandatory_split,479.0,15:59,656.3509985590354,18:56,665.431557,400.0,218.749609,46.681948,0.0,0.0,0.0,0.0,22.467124,29.130973,71.557343,0.0,0,0,0,0.0,2997.2973,7.936744,0.999099,0.587907,0,0
105,fuel_3000,fuel,32,99,0->48->0,mandatory_split,479.0,15:59,656.3509985590354,18:56,665.469992,400.0,218.781285,46.688708,0.0,0.0,0.0,0.0,22.470373,29.13521,71.557343,0.0,0,0,0,0.0,2999.9331,7.23759,0.999978,0.536118,0,0
106,fuel_3000,fuel,33,100,0->48->0,mandatory_split,479.0,15:59,656.3509985590354,18:56,659.659955,400.0,213.992997,45.666958,0.0,0.0,0.0,0.0,21.97919,28.494731,71.557343,0.0,0,0,0,0.0,2601.4972,6.77283,0.867166,0.501691,0,0
107,fuel_3000,fuel,34,104,0->50->0,mandatory_split,650.0,18:50,837.3589345658547,21:57,909.936481,400.0,420.284646,89.651835,0.0,0.0,0.0,0.0,42.900291,57.203312,140.982483,52.865815,0,1,0,0.0,2999.105,6.87562,0.999702,0.509305,0,0
108,fuel_3000,fuel,35,106,0->50->0,mandatory_split,650.0,18:50,837.3589345658547,21:57,909.938765,400.0,420.286528,89.652237,0.0,0.0,0.0,0.0,42.900483,57.203569,140.982483,52.865815,0,1,0,0.0,2999.1857,10.03701,0.999729,0.743482,0,0
109,fuel_3000,fuel,36,115,0->53->0,mandatory_split,627.0,18:27,694.4165420532227,19:34,549.681646,400.0,123.366923,26.314722,0.0,0.0,0.0,0.0,12.586055,16.821371,41.427246,0.0,0,0,0,0.0,2991.351,7.35356,0.997117,0.544708,0,0
110,fuel_3000,fuel,37,116,0->53->0,mandatory_split,627.0,18:27,694.4165420532227,19:34,545.371846,400.0,119.814819,25.557027,0.0,0.0,0.0,0.0,12.223562,16.337506,41.427246,0.0,0,0,0,0.0,2474.0293,7.8809,0.824676,0.58377,0,0
111,fuel_3000,fuel,38,123,0->55->0,mandatory_split,444.0,15:24,699.4538283804432,19:39,886.837556,400.0,401.223848,85.613708,0.0,0.0,0.0,0.0,41.146933,53.716884,132.086609,0.0,0,0,0,0.0,2999.056,8.033215,0.999685,0.595053,0,0
112,fuel_3000,fuel,39,125,0->55->0,mandatory_split,444.0,15:24,699.4538283804432,19:39,886.861482,400.0,401.243566,85.617916,0.0,0.0,0.0,0.0,41.148962,53.719493,132.086609,0.0,0,0,0,0.0,2999.93,6.45886,0.999977,0.478434,0,0
113,fuel_3000,fuel,40,126,0->55->0,mandatory_split,444.0,15:24,699.4538283804432,19:39,886.8122,400.0,401.202952,85.609248,0.0,0.0,0.0,0.0,41.144783,53.714119,132.086609,0.0,0,0,0,0.0,2998.1298,9.638025,0.999377,0.713928,0,0
114,fuel_3000,fuel,41,128,0->56->0,mandatory_split,300.0,13:00,536.5036353409523,16:57,983.899831,400.0,481.237511,102.66232,0.0,0.0,0.0,0.0,49.180835,65.226439,160.903809,0.0,0,0,0,0.0,2997.554,6.73779,0.999185,0.499096,0,0
115,fuel_3000,fuel,42,"136,43",0->59->90->0,mandatory_split->normal,100.0,09:40,460.8268432617188,15:41,1001.003271,400.0,483.323012,103.129837,14.550422,0.0,43.651266,0.0,49.550536,64.782583,158.989256,0.0,0,0,0,0.0,2940.73806,7.51461,0.980246,0.556638,0,0
116,fuel_3000,fuel,43,137,0->59->0,mandatory_split,88.0,09:28,376.49303528037854,14:16,1000.750089,400.0,495.114623,105.635466,0.0,0.0,0.0,0.0,50.687247,66.697973,164.154556,0.0,0,0,0,0.0,2999.335,8.98248,0.999778,0.665369,0,0
117,fuel_3000,fuel,44,138,0->59->0,mandatory_split,88.0,09:28,376.49303528037854,14:16,1000.491576,400.0,494.901566,105.59001,0.0,0.0,0.0,0.0,50.665437,66.669264,164.154556,0.0,0,0,0,0.0,2991.5613,6.97451,0.997187,0.51663,0,0
118,fuel_3000,fuel,45,140,0->60->0,mandatory_split,115.0,09:55,194.47432327270508,11:14,534.441181,400.0,110.799572,23.641609,0.0,0.0,0.0,0.0,11.356254,14.864928,36.748184,0.0,0,0,0,0.0,2995.8584,6.89074,0.998619,0.510425,0,0
119,fuel_3000,fuel,46,"141,41",0->60->88->0,mandatory_split->normal,115.0,09:55,280.2203220756492,12:40,562.255755,400.0,133.715052,28.540703,0.0,0.0,0.0,0.0,13.771087,17.632366,45.577653,0.0,0,0,0,0.0,2490.9068,7.52402,0.830302,0.557335,0,0
120,fuel_3000,fuel,47,142,0->60->0,mandatory_split,115.0,09:55,194.47432327270508,11:14,534.470763,400.0,110.823952,23.646811,0.0,0.0,0.0,0.0,11.358751,14.868206,36.748184,0.0,0,0,0,0.0,2999.8249,8.5698,0.999942,0.6348,0,0
121,fuel_3000,fuel,48,147,0->62->0,mandatory_split,667.0,19:07,807.4550288292812,21:27,753.833207,400.0,291.624856,62.208351,0.0,0.0,0.0,0.0,29.775841,39.65287,97.752716,25.304383,0,1,0,0.0,2998.0621,10.05773,0.999354,0.745017,0,0
122,fuel_3000,fuel,49,148,0->62->0,mandatory_split,667.0,19:07,807.4550288292812,21:27,750.109021,400.0,288.555385,61.553636,0.0,0.0,0.0,0.0,29.462812,39.233772,97.752716,25.304383,0,1,0,0.0,2807.9943,7.725443,0.935998,0.572255,0,0
123,fuel_3000,fuel,50,149,0->62->0,mandatory_split,667.0,19:07,807.4550288292812,21:27,753.836653,400.0,291.627697,62.208956,0.0,0.0,0.0,0.0,29.776131,39.653257,97.752716,25.304383,0,1,0,0.0,2998.238,7.3775,0.999413,0.546481,0,0
124,fuel_3000,fuel,51,150,0->63->0,mandatory_split,460.0,15:40,668.7786216121167,19:09,748.514653,400.0,287.223818,61.290835,0.0,0.0,0.0,0.0,29.473916,38.370316,94.359741,0.0,0,0,0,0.0,2999.7849,7.85085,0.999928,0.581544,0,0
125,fuel_3000,fuel,52,151,0->63->0,mandatory_split,460.0,15:40,668.7786216121167,19:09,742.686878,400.0,282.420912,60.265966,0.0,0.0,0.0,0.0,28.981234,37.727881,94.359741,0.0,0,0,0,0.0,2696.7101,7.52466,0.898903,0.557382,0,0
126,fuel_3000,fuel,53,152,0->63->0,mandatory_split,460.0,15:40,668.7786216121167,19:09,748.451392,400.0,287.171683,61.27971,0.0,0.0,0.0,0.0,29.468568,38.363342,94.359741,0.0,0,0,0,0.0,2996.495,8.40234,0.998832,0.622396,0,0
127,fuel_3000,fuel,54,153,0->64->0,mandatory_split,317.0,13:17,454.6607205211767,15:35,748.004874,400.0,286.821716,61.183158,0.0,0.0,0.0,0.0,29.281241,39.019192,96.948158,0.0,0,0,0,0.0,2855.6487,7.21082,0.951883,0.534135,0,0
128,fuel_3000,fuel,55,154,0->64->0,mandatory_split,317.0,13:17,454.6607205211767,15:35,750.751909,400.0,289.08582,61.666088,0.0,0.0,0.0,0.0,29.512136,39.328331,96.948158,0.0,0,0,0,0.0,2997.0114,7.28491,0.999004,0.539623,0,0
129,fuel_3000,fuel,56,155,0->64->0,mandatory_split,317.0,13:17,454.6607205211767,15:35,750.753768,400.0,289.087353,61.666415,0.0,0.0,0.0,0.0,29.512293,39.328541,96.948158,0.0,0,0,0,0.0,2997.1071,7.00095,0.999036,0.518589,0,0
130,fuel_3000,fuel,57,162,0->68->0,mandatory_split,652.0,18:52,801.4226294007094,21:21,767.1878,400.0,302.63035,64.55745,0.0,0.0,0.0,0.0,30.909559,41.102807,101.777023,19.74452,0,1,0,0.0,2922.536,7.12387,0.974179,0.527694,0,0
131,fuel_3000,fuel,58,166,0->70->0,mandatory_split,52.0,08:52,434.81559772323817,15:15,1278.136322,400.0,723.729436,154.406885,0.0,0.0,0.0,0.0,74.058225,97.650212,240.481201,0.0,0,0,0,0.0,2980.6836,7.63028,0.993561,0.565206,0,0
132,fuel_3000,fuel,59,"170,74",0->73->36->0,mandatory_split->mandatory_split,300.0,13:00,575.6284561157227,17:36,951.935183,400.0,450.231133,96.051225,4.074978,1.577848,12.224933,1.893417,46.036248,60.911761,149.77327,0.0,0,0,1,1.893417,2519.206695,7.88126,0.839736,0.583797,0,0
133,fuel_3000,fuel,60,"177,31",0->75->78->0,mandatory_split->normal,385.0,14:25,829.2479934692383,21:49,1097.820658,400.0,539.834316,115.187537,29.150766,13.648039,87.452298,16.377647,55.340696,72.372937,177.924694,45.390235,0,1,1,16.377647,2897.6315,8.09534,0.965877,0.599655,0,0
