route_id,vehicle_type,power_type,vehicle_instance,unit_sequence,customer_sequence,unit_type_sequence,departure_min,departure_hhmm,return_min,return_hhmm,route_cost,startup_cost,energy_cost,carbon_cost,waiting_cost,late_cost,total_wait_min,total_late_min,fuel_l,electricity_kwh,reference_fuel_l,reference_electricity_kwh,route_distance_km,after_hours_travel_km,after_hours_service_count,after_hours_return_flag,late_positive_stop_count,max_late_min,load_used_kg,load_used_m3,weight_utilization,volume_utilization,green_zone_visit_count,fuel_green_zone_pre16_violation_count
90,fuel_3000,fuel,18,"65,68",0->10->28->0,mandatory_split->mandatory_split,646.0,18:46,864.1029910937787,22:24,819.200621,400.0,328.649097,71.497374,0.228336,18.825814,0.685009,22.590977,43.186478,0.0,43.186478,57.458933,144.419231,61.301907,0,1,1,22.590977,2963.6821,7.93149,0.987894,0.587518,1,0
91,fuel_3000,fuel,19,"67,122",0->27->54->0,mandatory_split->mandatory_split,422.0,15:02,788.4750823364593,21:08,933.544349,400.0,438.211709,95.332641,0.0,0.0,0.0,0.0,57.583667,0.0,57.583667,75.236688,188.781202,7.811203,0,1,0,0.0,2934.0542,6.67043,0.978018,0.494106,0,0
92,fuel_3000,fuel,20,"71,31",0->31->78->0,mandatory_split->normal,463.0,15:43,829.2479934692383,21:49,807.528818,400.0,313.991575,68.30864,25.228603,0.0,75.685808,0.0,41.260391,0.0,41.260391,53.789704,137.056483,45.390235,0,1,0,0.0,2666.9617,6.37186,0.888987,0.47199,0,0
93,fuel_3000,fuel,21,72,0->31->0,mandatory_split,451.0,15:31,674.7816627032589,19:15,703.901628,400.0,249.601091,54.300537,0.0,0.0,0.0,0.0,32.799092,0.0,32.799092,42.753895,105.217102,0.0,0,0,0,0.0,2993.52505,6.898755,0.997842,0.511019,0,0
94,fuel_3000,fuel,22,73,0->31->0,mandatory_split,451.0,15:31,674.7816627032589,19:15,703.901628,400.0,249.601091,54.300537,0.0,0.0,0.0,0.0,32.799092,0.0,32.799092,42.753895,105.217102,0.0,0,0,0,0.0,2993.52505,6.898755,0.997842,0.511019,0,0
95,fuel_3000,fuel,23,"74,33,168",0->36->80->71->0,mandatory_split->normal->mandatory_split,416.0,14:56,801.6413803100586,21:22,871.19045,400.0,373.363058,81.224863,11.090317,5.512212,33.270952,6.614655,49.062163,0.0,49.062163,64.111891,164.575993,19.946141,0,1,1,6.614655,2967.5457,9.66135,0.989182,0.715656,0,0
96,fuel_3000,fuel,24,"75,127",0->36->55->0,mandatory_split->mandatory_split,414.0,14:54,698.998161315918,19:39,800.137528,400.0,325.506762,70.813761,0.908369,2.908637,2.725107,3.490364,42.773556,0.0,42.773556,55.977393,139.111536,0.0,0,0,1,3.490364,2999.2254,8.766639,0.999742,0.649381,0,0
97,fuel_3000,fuel,25,"77,121",0->39->54->0,mandatory_split->mandatory_split,314.0,13:14,728.4556121826172,20:08,999.610639,400.0,463.226671,100.774627,35.609341,0.0,106.828022,0.0,60.870785,0.0,60.870785,81.010874,201.353383,0.0,0,0,0,0.0,2795.8043,8.73541,0.931935,0.647067,0,0
98,fuel_3000,fuel,26,"78,118",0->39->54->0,mandatory_split->mandatory_split,314.0,13:14,728.4556121826172,20:08,1005.07078,400.0,467.711205,101.750235,35.609341,0.0,106.828022,0.0,61.460079,0.0,61.460079,81.799832,201.353383,0.0,0,0,0,0.0,2975.6813,8.17269,0.991894,0.605384,0,0
99,fuel_3000,fuel,27,"79,16",0->42->33->0,mandatory_split->normal,89.0,09:29,350.27318974362674,13:50,762.620389,400.0,297.828101,64.792288,0.0,0.0,0.0,0.0,39.136413,0.0,39.136413,51.409233,127.52202,0.0,0,0,0,0.0,2839.2976,6.84232,0.946433,0.506839,0,0
100,fuel_3000,fuel,28,"97,143",0->46->61->0,mandatory_split->mandatory_split,96.0,09:36,370.5581932067871,14:11,788.48279,400.0,319.069459,69.41333,0.0,0.0,0.0,0.0,41.927656,0.0,41.927656,54.969076,134.499481,0.0,0,0,0,0.0,2943.3968,8.11125,0.981132,0.600833,0,0
101,fuel_3000,fuel,29,98,0->48->0,mandatory_split,479.0,15:59,656.3509985590354,18:56,608.170259,400.0,170.974813,37.195447,0.0,0.0,0.0,0.0,22.467124,0.0,22.467124,29.130973,71.557343,0.0,0,0,0,0.0,2997.2973,7.936744,0.999099,0.587907,0,0
102,fuel_3000,fuel,30,99,0->48->0,mandatory_split,479.0,15:59,656.3509985590354,18:56,608.200366,400.0,170.99954,37.200826,0.0,0.0,0.0,0.0,22.470373,0.0,22.470373,29.13521,71.557343,0.0,0,0,0,0.0,2999.9331,7.23759,0.999978,0.536118,0,0
103,fuel_3000,fuel,31,100,0->48->0,mandatory_split,479.0,15:59,656.3509985590354,18:56,603.649287,400.0,167.261639,36.387649,0.0,0.0,0.0,0.0,21.97919,0.0,21.97919,28.494731,71.557343,0.0,0,0,0,0.0,2601.4972,6.77283,0.867166,0.501691,0,0
104,fuel_3000,fuel,32,104,0->50->0,mandatory_split,650.0,18:50,837.3589345658547,21:57,797.494791,400.0,326.471214,71.023577,0.0,0.0,0.0,0.0,42.900291,0.0,42.900291,57.203312,140.982483,52.865815,0,1,0,0.0,2999.105,6.87562,0.999702,0.509305,0,0
105,fuel_3000,fuel,33,106,0->50->0,mandatory_split,650.0,18:50,837.3589345658547,21:57,797.49657,400.0,326.472676,71.023895,0.0,0.0,0.0,0.0,42.900483,0.0,42.900483,57.203569,140.982483,52.865815,0,1,0,0.0,2999.1857,10.03701,0.999729,0.743482,0,0
106,fuel_3000,fuel,34,"108,105",0->51->50->0,mandatory_split->mandatory_split,511.0,16:31,836.6378784179688,21:57,814.450627,400.0,330.973051,72.002948,11.474628,0.0,34.423885,0.0,43.491859,0.0,43.491859,56.961556,143.385563,52.201241,0,1,0,0.0,2960.370612,7.910521,0.98679,0.585965,0,0
107,fuel_3000,fuel,35,"113,120",0->52->54->0,mandatory_split->mandatory_split,371.0,14:11,728.5809378541378,20:09,971.981822,400.0,469.781251,102.200572,0.0,0.0,0.0,0.0,61.732096,0.0,61.732096,81.374608,203.60775,0.0,0,0,0,0.0,2785.2909,6.07066,0.92843,0.449679,0,0
108,fuel_3000,fuel,36,115,0->53->0,mandatory_split,627.0,18:27,694.4165420532227,19:34,516.616718,400.0,95.779875,20.836843,0.0,0.0,0.0,0.0,12.586055,0.0,12.586055,16.821371,41.427246,0.0,0,0,0,0.0,2991.351,7.35356,0.997117,0.544708,0,0
109,fuel_3000,fuel,37,"116,17",0->53->34->0,mandatory_split->normal,627.0,18:27,783.2209663391113,21:03,621.105615,400.0,181.598905,39.50671,0.0,0.0,0.0,0.0,23.863194,0.0,23.863194,31.601006,84.941991,2.968657,0,1,0,0.0,2838.0791,9.402,0.946026,0.696444,0,0
110,fuel_3000,fuel,38,123,0->55->0,mandatory_split,444.0,15:24,699.4538283804432,19:39,781.248963,400.0,313.128158,68.120805,0.0,0.0,0.0,0.0,41.146933,0.0,41.146933,53.716884,132.086609,0.0,0,0,0,0.0,2999.056,8.033215,0.999685,0.595053,0,0
111,fuel_3000,fuel,39,125,0->55->0,mandatory_split,444.0,15:24,699.4538283804432,19:39,781.267761,400.0,313.143598,68.124163,0.0,0.0,0.0,0.0,41.148962,0.0,41.148962,53.719493,132.086609,0.0,0,0,0,0.0,2999.93,6.45886,0.999977,0.478434,0,0
112,fuel_3000,fuel,40,126,0->55->0,mandatory_split,444.0,15:24,699.4538283804432,19:39,781.229042,400.0,313.111797,68.117245,0.0,0.0,0.0,0.0,41.144783,0.0,41.144783,53.714119,132.086609,0.0,0,0,0,0.0,2998.1298,9.638025,0.999377,0.713928,0,0
113,fuel_3000,fuel,41,128,0->56->0,mandatory_split,300.0,13:00,536.5036353409523,16:57,855.687482,400.0,374.266151,81.421331,0.0,0.0,0.0,0.0,49.180835,0.0,49.180835,65.226439,160.903809,0.0,0,0,0,0.0,2997.554,6.73779,0.999185,0.499096,0,0
114,fuel_3000,fuel,42,"136,43",0->59->90->0,mandatory_split->normal,100.0,09:40,460.8268432617188,15:41,873.663387,400.0,377.079576,82.033389,14.550422,0.0,43.651266,0.0,49.550536,0.0,49.550536,64.782583,158.989256,0.0,0,0,0,0.0,2940.73806,7.51461,0.980246,0.556638,0,0
115,fuel_3000,fuel,43,137,0->59->0,mandatory_split,88.0,09:28,376.49303528037854,14:16,869.645218,400.0,385.729947,83.915271,0.0,0.0,0.0,0.0,50.687247,0.0,50.687247,66.697973,164.154556,0.0,0,0,0,0.0,2999.335,8.98248,0.999778,0.665369,0,0
116,fuel_3000,fuel,44,138,0->59->0,mandatory_split,88.0,09:28,376.49303528037854,14:16,869.443137,400.0,385.563974,83.879164,0.0,0.0,0.0,0.0,50.665437,0.0,50.665437,66.669264,164.154556,0.0,0,0,0,0.0,2991.5613,6.97451,0.997187,0.51663,0,0
117,fuel_3000,fuel,45,140,0->60->0,mandatory_split,115.0,09:55,194.47432327270508,11:14,505.221936,400.0,86.42109,18.800846,0.0,0.0,0.0,0.0,11.356254,0.0,11.356254,14.864928,36.748184,0.0,0,0,0,0.0,2995.8584,6.89074,0.998619,0.510425,0,0
118,fuel_3000,fuel,46,141,0->60->0,mandatory_split,115.0,09:55,194.47432327270508,11:14,501.811961,400.0,83.620403,18.191558,0.0,0.0,0.0,0.0,10.988226,0.0,10.988226,14.381868,36.748184,0.0,0,0,0,0.0,2411.3061,6.98654,0.803769,0.517521,0,0
119,fuel_3000,fuel,47,142,0->60->0,mandatory_split,115.0,09:55,194.47432327270508,11:14,505.245075,400.0,86.440094,18.80498,0.0,0.0,0.0,0.0,11.358751,0.0,11.358751,14.868206,36.748184,0.0,0,0,0,0.0,2999.8249,8.5698,0.999942,0.6348,0,0
120,fuel_3000,fuel,48,"145,46,15,48,44",0->61->93->32->95->91->0,mandatory_split->normal->normal->normal->normal,173.0,10:53,677.4573211669922,19:17,866.083793,400.0,365.29797,79.470309,21.210004,0.10551,63.630013,0.126612,48.002361,0.0,48.002361,62.402303,159.928123,0.0,0,0,1,0.126612,2767.6153,7.11505,0.922538,0.527041,0,0
121,fuel_3000,fuel,49,147,0->62->0,mandatory_split,667.0,19:07,807.4550288292812,21:27,675.889543,400.0,226.59415,49.295394,0.0,0.0,0.0,0.0,29.775841,0.0,29.775841,39.65287,97.752716,25.304383,0,1,0,0.0,2998.0621,10.05773,0.999354,0.745017,0,0
122,fuel_3000,fuel,50,148,0->62->0,mandatory_split,667.0,19:07,807.4550288292812,21:27,672.989158,400.0,224.211999,48.777158,0.0,0.0,0.0,0.0,29.462812,0.0,29.462812,39.233772,97.752716,25.304383,0,1,0,0.0,2807.9943,7.725443,0.935998,0.572255,0,0
123,fuel_3000,fuel,51,149,0->62->0,mandatory_split,667.0,19:07,807.4550288292812,21:27,675.892228,400.0,226.596354,49.295873,0.0,0.0,0.0,0.0,29.776131,0.0,29.776131,39.653257,97.752716,25.304383,0,1,0,0.0,2998.238,7.3775,0.999413,0.546481,0,0
124,fuel_3000,fuel,52,150,0->63->0,mandatory_split,460.0,15:40,668.7786216121167,19:09,673.092042,400.0,224.2965,48.795542,0.0,0.0,0.0,0.0,29.473916,0.0,29.473916,38.370316,94.359741,0.0,0,0,0,0.0,2999.7849,7.85085,0.999928,0.581544,0,0
125,fuel_3000,fuel,53,151,0->63->0,mandatory_split,460.0,15:40,668.7786216121167,19:09,668.527068,400.0,220.547187,47.979881,0.0,0.0,0.0,0.0,28.981234,0.0,28.981234,37.727881,94.359741,0.0,0,0,0,0.0,2696.7101,7.52466,0.898903,0.557382,0,0
126,fuel_3000,fuel,54,152,0->63->0,mandatory_split,460.0,15:40,668.7786216121167,19:09,673.042489,400.0,224.255801,48.786687,0.0,0.0,0.0,0.0,29.468568,0.0,29.468568,38.363342,94.359741,0.0,0,0,0,0.0,2996.495,8.40234,0.998832,0.622396,0,0
127,fuel_3000,fuel,55,153,0->64->0,mandatory_split,317.0,13:17,454.6607205211767,15:35,671.306798,400.0,222.83024,48.476558,0.0,0.0,0.0,0.0,29.281241,0.0,29.281241,39.019192,96.948158,0.0,0,0,0,0.0,2855.6487,7.21082,0.951883,0.534135,0,0
128,fuel_3000,fuel,56,154,0->64->0,mandatory_split,317.0,13:17,454.6607205211767,15:35,673.446174,400.0,224.587357,48.858817,0.0,0.0,0.0,0.0,29.512136,0.0,29.512136,39.328331,96.948158,0.0,0,0,0,0.0,2997.0114,7.28491,0.999004,0.539623,0,0
129,fuel_3000,fuel,57,155,0->64->0,mandatory_split,317.0,13:17,454.6607205211767,15:35,673.447623,400.0,224.588547,48.859076,0.0,0.0,0.0,0.0,29.512293,0.0,29.512293,39.328541,96.948158,0.0,0,0,0,0.0,2997.1071,7.00095,0.999036,0.518589,0,0
130,fuel_3000,fuel,58,162,0->68->0,mandatory_split,652.0,18:52,801.4226294007094,21:21,686.394068,400.0,235.221747,51.172321,0.0,0.0,0.0,0.0,30.909559,0.0,30.909559,41.102807,101.777023,19.74452,0,1,0,0.0,2922.536,7.12387,0.974179,0.527694,0,0
131,fuel_3000,fuel,59,"173,45",0->74->92->0,mandatory_split->normal,292.0,12:52,478.94021314312704,15:59,751.245928,400.0,288.47669,62.757895,0.0,0.011342,0.0,0.013611,37.907581,0.0,37.907581,50.45695,116.448057,0.0,0,0,1,0.013611,2958.6325,7.49342,0.986211,0.555068,0,0
132,fuel_3000,fuel,60,"177,66",0->75->27->0,mandatory_split->mandatory_split,374.0,14:14,711.7005386352539,19:52,899.629821,400.0,392.089917,85.298878,22.241027,0.0,66.72308,0.0,51.522985,0.0,51.522985,68.259961,170.52405,0.0,0,0,0,0.0,2814.2104,7.70115,0.93807,0.570456,0,0
