route_key,vehicle_type,unit_ids,unit_count,best_cost,current_cover_cost,current_cover_route_count,current_cost_saving,single_stop_flag,big_route_flag,mixed_big_route_flag,piggyback_big_route_flag,promotion_like_big_route_flag,blocking_big_flexible_route_flag,blocking_big_flexible_unit_count,avg_time_window_overlap_min,candidate_score,coupled_candidate_score,archive_support_count,pheromone_support_score,candidate_family,pool_pass,roles,selected_in_pass1,selected_in_pass2,selected_in_pass3,selected_in_final,selected_in_cost_best,selected_in_balanced_best
"ev_3000|153,158",ev_3000,"153,158",2,481.282655,1339.243771,2,857.961115,0,1,1,0,1,0,0,0.0,856.904514,862.449691,0,1.0,promotion_like_big,residual,"promotion,residual_promotion",0,0,0,0,0,0
"ev_3000|153,160",ev_3000,"153,160",2,481.293129,1339.32279,2,858.029661,0,1,1,0,1,0,0,0.0,856.97306,862.518237,0,1.0,promotion_like_big,residual,"promotion,residual_promotion",0,0,0,0,0,0
"ev_3000|153,161",ev_3000,"153,161",2,481.294995,1339.336873,2,858.041878,0,1,1,0,1,0,0,0.0,856.985276,862.530453,0,1.0,promotion_like_big,residual,"promotion,residual_promotion",0,0,0,0,0,0
"ev_3000|153,33",ev_3000,"153,33",2,482.543743,1377.272806,2,894.729062,0,1,1,0,1,0,0,0.0,892.880872,898.42605,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|153,42",ev_3000,"153,42",2,612.922386,1607.363603,2,994.441218,0,1,1,0,1,0,0,62.0,1003.968062,1009.51324,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|153,82",ev_3000,"153,82",2,621.443548,1271.065748,2,649.6222,0,1,1,0,1,0,0,30.0,646.194926,651.740103,0,1.0,promotion_like_big,residual,residual_promotion,0,0,0,0,0,0
"ev_3000|153,84",ev_3000,"153,84",2,620.996115,1270.13657,2,649.140455,0,1,1,0,1,0,0,30.0,645.71318,651.258358,0,1.0,promotion_like_big,residual,residual_promotion,0,0,0,0,0,0
ev_3000|154,ev_3000,154,1,462.152017,468.025075,1,5.873058,1,1,1,0,0,1,1,0.0,5.873058,11.418235,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_3000|154,104",ev_3000,"154,104",2,483.863014,1093.444353,2,609.581338,0,1,1,0,1,0,0,0.0,606.967594,612.512771,0,1.0,promotion_like_big,residual,residual_promotion,0,0,0,0,0,0
"ev_3000|154,105",ev_3000,"154,105",2,482.551872,1087.137269,2,604.585397,0,1,1,0,1,0,0,0.0,601.971653,607.51683,0,1.0,promotion_like_big,residual,residual_promotion,0,0,0,0,0,0
"ev_3000|154,106",ev_3000,"154,106",2,483.84723,1093.368423,2,609.521193,0,1,1,0,1,0,0,0.0,606.907448,612.452626,0,1.0,promotion_like_big,residual,residual_promotion,0,0,0,0,0,0
"ev_3000|154,13",ev_3000,"154,13",2,474.529395,1193.541579,2,719.012184,0,1,1,0,1,0,0,0.0,718.339345,723.884522,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|154,158",ev_3000,"154,158",2,480.447288,1155.512544,2,675.065256,0,1,1,0,1,0,0,0.0,674.008654,679.553832,0,1.0,promotion_like_big,residual,"promotion,residual_promotion",0,0,0,0,0,0
"ev_3000|154,160",ev_3000,"154,160",2,480.457762,1155.591564,2,675.133802,0,1,1,0,1,0,0,0.0,674.0772,679.622378,0,1.0,promotion_like_big,residual,"promotion,residual_promotion",0,0,0,0,0,0
"ev_3000|154,161",ev_3000,"154,161",2,480.459628,1155.605647,2,675.146018,0,1,1,0,1,0,0,0.0,674.089417,679.634594,0,1.0,promotion_like_big,residual,"promotion,residual_promotion",0,0,0,0,0,0
"ev_3000|154,33",ev_3000,"154,33",2,481.710144,1193.541579,2,711.831436,0,1,1,0,1,0,0,0.0,709.983246,715.528423,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|154,37",ev_3000,"154,37",2,689.099774,1036.345587,2,347.245813,0,1,1,1,0,0,0,55.0,352.161608,397.706785,2,1.0,piggyback_big,base,piggyback_big,0,0,0,0,0,0
"ev_3000|154,42",ev_3000,"154,42",2,612.087984,1423.632377,2,811.544393,0,1,1,0,1,0,0,62.0,821.071237,826.616415,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
ev_3000|155,ev_3000,155,1,462.206597,645.317848,1,183.111251,1,1,1,0,0,1,1,0.0,183.111251,188.656428,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_3000|155,10",ev_3000,"155,10",2,496.084938,1310.767199,2,814.682261,0,1,1,0,1,0,0,32.0,819.115281,824.660458,0,1.0,promotion_like_big,residual,residual_promotion,0,0,0,0,0,0
"ev_3000|155,104",ev_3000,"155,104",2,483.917618,1270.737126,2,786.819508,0,1,1,0,1,0,0,0.0,784.205763,789.75094,0,1.0,promotion_like_big,residual,residual_promotion,0,0,0,0,0,0
"ev_3000|155,105",ev_3000,"155,105",2,482.606476,1264.430042,2,781.823566,0,1,1,0,1,0,0,0.0,779.209822,784.754999,0,1.0,promotion_like_big,residual,residual_promotion,0,0,0,0,0,0
"ev_3000|155,106",ev_3000,"155,106",2,483.901834,1270.661195,2,786.759362,0,1,1,0,1,0,0,0.0,784.145617,789.690795,0,1.0,promotion_like_big,residual,residual_promotion,0,0,0,0,0,0
"ev_3000|155,121",ev_3000,"155,121",2,514.086539,1426.526488,2,912.439949,0,1,1,0,1,0,0,0.0,908.364083,913.90926,0,1.0,promotion_like_big,residual,residual_promotion,0,0,0,0,0,0
"ev_3000|155,13",ev_3000,"155,13",2,474.583975,1370.834352,2,896.250377,0,1,1,0,1,0,0,0.0,895.577538,901.122715,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|155,158",ev_3000,"155,158",2,480.501984,1332.805317,2,852.303333,0,1,1,0,1,0,0,0.0,851.246731,856.791909,0,1.0,promotion_like_big,residual,"promotion,residual_promotion",0,0,0,0,0,0
"ev_3000|155,160",ev_3000,"155,160",2,480.512457,1332.884337,2,852.371879,0,1,1,0,1,0,0,0.0,851.315277,856.860455,0,1.0,promotion_like_big,residual,"promotion,residual_promotion",0,0,0,0,0,0
"ev_3000|155,161",ev_3000,"155,161",2,480.514324,1332.89842,2,852.384096,0,1,1,0,1,0,0,0.0,851.327494,856.872671,0,1.0,promotion_like_big,residual,"promotion,residual_promotion",0,0,0,0,0,0
"ev_3000|155,37",ev_3000,"155,37",2,689.154406,1213.63836,2,524.483954,0,1,1,1,0,0,0,55.0,529.399748,574.944925,2,1.0,piggyback_big,base,piggyback_big,0,0,0,0,0,0
"ev_3000|155,42",ev_3000,"155,42",2,612.142616,1600.92515,2,988.782533,0,1,1,0,1,0,0,62.0,998.309378,1003.854555,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|155,82",ev_3000,"155,82",2,620.663779,1264.627295,2,643.963516,0,1,1,0,1,0,0,30.0,640.536242,646.081419,0,1.0,promotion_like_big,residual,residual_promotion,0,0,0,0,0,0
"ev_3000|155,84",ev_3000,"155,84",2,620.216346,1263.698116,2,643.48177,0,1,1,0,1,0,0,30.0,640.054496,645.599673,0,1.0,promotion_like_big,residual,residual_promotion,0,0,0,0,0,0
ev_3000|156,ev_3000,156,1,462.149263,468.018465,1,5.869202,1,1,1,0,0,1,1,0.0,5.869202,11.414379,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_3000|156,104",ev_3000,"156,104",2,483.860259,1093.437743,2,609.577484,0,1,1,0,1,0,0,0.0,606.963739,612.508917,0,1.0,promotion_like_big,residual,residual_promotion,0,0,0,0,0,0
"ev_3000|156,105",ev_3000,"156,105",2,482.549117,1087.130659,2,604.581543,0,1,1,0,1,0,0,0.0,601.967798,607.512975,0,1.0,promotion_like_big,residual,residual_promotion,0,0,0,0,0,0
"ev_3000|156,106",ev_3000,"156,106",2,483.844474,1093.361813,2,609.517338,0,1,1,0,1,0,0,0.0,606.903594,612.448771,0,1.0,promotion_like_big,residual,residual_promotion,0,0,0,0,0,0
"ev_3000|156,13",ev_3000,"156,13",2,474.526641,1193.534969,2,719.008328,0,1,1,0,1,0,0,0.0,718.335489,723.880667,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|156,158",ev_3000,"156,158",2,480.444528,1155.505935,2,675.061406,0,1,1,0,1,0,0,0.0,674.004804,679.549982,0,1.0,promotion_like_big,residual,"promotion,residual_promotion",0,0,0,0,0,0
"ev_3000|156,160",ev_3000,"156,160",2,480.455002,1155.584954,2,675.129952,0,1,1,0,1,0,0,0.0,674.07335,679.618528,0,1.0,promotion_like_big,residual,"promotion,residual_promotion",0,0,0,0,0,0
"ev_3000|156,161",ev_3000,"156,161",2,480.456868,1155.599037,2,675.142169,0,1,1,0,1,0,0,0.0,674.085567,679.630744,0,1.0,promotion_like_big,residual,"promotion,residual_promotion",0,0,0,0,0,0
"ev_3000|156,42",ev_3000,"156,42",2,612.085227,1423.625767,2,811.54054,0,1,1,0,1,0,0,62.0,821.067384,826.612562,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
ev_3000|157,ev_3000,157,1,462.285783,645.972921,1,183.687138,1,1,1,0,0,1,1,0.0,183.687138,189.232316,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_3000|157,10",ev_3000,"157,10",2,496.164193,1311.422272,2,815.258079,0,1,1,0,1,0,0,32.0,819.691099,825.236276,0,1.0,promotion_like_big,residual,residual_promotion,0,0,0,0,0,0
"ev_3000|157,104",ev_3000,"157,104",2,483.996839,1271.392199,2,787.395361,0,1,1,0,1,0,0,0.0,784.781616,790.326793,0,1.0,promotion_like_big,residual,residual_promotion,0,0,0,0,0,0
"ev_3000|157,105",ev_3000,"157,105",2,482.685696,1265.085116,2,782.399419,0,1,1,0,1,0,0,0.0,779.785675,785.330852,0,1.0,promotion_like_big,residual,residual_promotion,0,0,0,0,0,0
"ev_3000|157,106",ev_3000,"157,106",2,483.981054,1271.316269,2,787.335215,0,1,1,0,1,0,0,0.0,784.72147,790.266648,0,1.0,promotion_like_big,residual,residual_promotion,0,0,0,0,0,0
"ev_3000|157,121",ev_3000,"157,121",2,514.165753,1427.181561,2,913.015808,0,1,1,0,1,0,0,0.0,908.939942,914.485119,0,1.0,promotion_like_big,residual,residual_promotion,0,0,0,0,0,0
"ev_3000|157,13",ev_3000,"157,13",2,474.663161,1371.489426,2,896.826265,0,1,1,0,1,0,0,0.0,896.153426,901.698603,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|157,158",ev_3000,"157,158",2,480.581338,1333.460391,2,852.879053,0,1,1,0,1,0,0,0.0,851.822451,857.367629,0,1.0,promotion_like_big,residual,"promotion,residual_promotion",0,0,0,0,0,0
"ev_3000|157,160",ev_3000,"157,160",2,480.591811,1333.53941,2,852.947599,0,1,1,0,1,0,0,0.0,851.890997,857.436175,0,1.0,promotion_like_big,residual,"promotion,residual_promotion",0,0,0,0,0,0
"ev_3000|157,161",ev_3000,"157,161",2,480.593678,1333.553493,2,852.959815,0,1,1,0,1,0,0,0.0,851.903214,857.448391,0,1.0,promotion_like_big,residual,"promotion,residual_promotion",0,0,0,0,0,0
"ev_3000|157,82",ev_3000,"157,82",2,620.743041,1265.282368,2,644.539327,0,1,1,0,1,0,0,30.0,641.112053,646.657231,0,1.0,promotion_like_big,residual,residual_promotion,0,0,0,0,0,0
"ev_3000|157,84",ev_3000,"157,84",2,620.295608,1264.35319,2,644.057582,0,1,1,0,1,0,0,30.0,640.630308,646.175485,0,1.0,promotion_like_big,residual,residual_promotion,0,0,0,0,0,0
ev_3000|158,ev_3000,158,1,473.49946,687.48747,1,213.988009,1,1,1,0,0,1,1,0.0,213.988009,219.533187,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_3000|158,17",ev_3000,"158,17",2,580.683209,1227.283808,2,646.600599,0,1,1,0,1,0,0,53.0,650.208271,655.753448,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
ev_3000|159,ev_3000,159,1,479.133551,686.394068,1,207.260518,1,1,0,0,0,0,0,0.0,207.260518,210.606524,0,0.519302,support,base,"rigid_big,singleton",0,0,0,0,0,0
"ev_3000|159,9",ev_3000,"159,9",2,602.49429,1288.414722,2,685.920432,0,1,1,1,0,0,0,33.0,685.193308,690.738485,0,1.0,piggyback_big,base,piggyback_big,0,0,0,0,0,0
ev_3000|16,ev_3000,16,1,479.273131,762.620389,1,283.347257,1,1,1,0,0,1,1,0.0,283.347257,285.294594,0,0.275601,support,base,singleton,0,0,0,0,0,0
"ev_3000|16,107",ev_3000,"16,107",2,551.795416,1301.992078,2,750.196662,0,1,1,0,1,0,0,0.0,749.619135,755.164313,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|16,108",ev_3000,"16,108",2,552.770288,1718.227691,2,1165.457403,0,1,1,0,1,0,0,0.0,1164.879876,1170.425053,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|16,109",ev_3000,"16,109",2,553.040774,1320.9975,2,767.956726,0,1,1,0,1,0,0,0.0,767.3792,772.001715,0,0.782139,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|16,110",ev_3000,"16,110",2,551.98175,1364.641042,2,812.659292,0,1,1,0,1,0,0,0.0,812.081765,816.602689,0,0.759651,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|16,40",ev_3000,"16,40",2,521.884638,1358.994267,2,837.109629,0,1,1,0,1,0,0,53.0,847.793726,892.314649,2,0.759651,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|16,5",ev_3000,"16,5",2,498.080215,1622.651058,2,1124.570843,0,1,1,0,1,0,0,42.0,1133.370109,1138.915287,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|16,5,49",ev_3000,"16,5,49",3,516.858069,1622.651058,2,1105.792989,0,1,1,0,1,0,0,14.0,1107.618618,1113.163796,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|16,5,7",ev_3000,"16,5,7",3,500.789772,2253.888686,3,1753.098914,0,1,1,0,1,0,0,27.666667,1758.111204,1763.656381,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|16,51",ev_3000,"16,51",2,485.109971,1398.678547,2,913.568576,0,1,1,0,1,0,0,25.0,918.481073,924.02625,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|16,77",ev_3000,"16,77",2,499.035853,762.620389,1,263.584535,0,1,1,1,0,0,0,35.0,271.610652,275.557484,0,0.6378,piggyback_big,base,piggyback_big,0,0,0,0,0,0
"ev_3000|16,78",ev_3000,"16,78",2,493.66155,1260.499897,2,766.838347,0,1,1,0,1,0,0,35.0,774.864464,780.409641,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|16,79",ev_3000,"16,79",2,494.021383,1515.095506,2,1021.074124,0,1,1,0,1,0,0,35.0,1029.10024,1034.645418,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|16,80",ev_3000,"16,80",2,494.94808,1522.318796,2,1027.370716,0,1,1,0,1,0,0,35.0,1035.396832,1039.343665,0,0.6378,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|16,92",ev_3000,"16,92",2,555.546655,1317.951727,2,762.405072,0,1,1,0,1,0,0,59.0,774.112329,779.657506,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|16,93",ev_3000,"16,93",2,549.620407,1544.077874,2,994.457467,0,1,1,0,1,0,0,59.0,1006.164724,1010.685647,0,0.759651,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|16,94",ev_3000,"16,94",2,558.650078,1551.103178,2,992.4531,0,1,1,1,0,0,0,59.0,1004.160357,1008.68128,0,0.759651,piggyback_big,base,piggyback_big,0,0,0,0,0,0
ev_3000|160,ev_3000,160,1,473.50928,687.566489,1,214.057209,1,1,1,0,0,1,1,0.0,214.057209,219.602387,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_3000|160,17",ev_3000,"160,17",2,580.69311,1227.362827,2,646.669716,0,1,1,0,1,0,0,53.0,650.277389,655.822566,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
ev_3000|161,ev_3000,161,1,473.51103,687.580572,1,214.069542,1,1,1,0,0,1,1,0.0,214.069542,219.61472,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_3000|161,17",ev_3000,"161,17",2,580.694875,1227.37691,2,646.682035,0,1,1,0,1,0,0,53.0,650.289707,655.834884,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
ev_3000|162,ev_3000,162,1,585.285007,596.373879,1,11.088872,1,1,0,0,0,0,0,0.0,11.088872,16.634049,0,1.0,support,base,"rigid_big,singleton",0,0,0,0,0,0
ev_3000|163,ev_3000,163,1,587.965398,587.965398,1,0.0,1,1,0,0,0,0,0,0.0,0.0,3.346007,0,0.519302,seed_current,base,"current,rigid_big,seed,singleton",1,1,0,1,1,1
ev_3000|164,ev_3000,164,1,506.514137,516.621638,1,10.107502,1,1,1,0,0,1,1,0.0,10.107502,15.652679,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_3000|164,50",ev_3000,"164,50",2,552.486293,1118.642292,2,566.155999,0,1,1,0,1,0,0,82.0,583.101492,588.646669,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|164,61,67",ev_3000,"164,61,67",3,588.809962,2061.624574,3,1472.814613,0,1,1,0,1,0,0,55.333333,1483.01004,1488.555217,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|164,67",ev_3000,"164,67",2,549.253251,1268.657356,2,719.404105,0,1,1,0,1,0,0,68.0,731.525525,737.070703,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|164,9",ev_3000,"164,9",2,557.139379,1118.642292,2,561.502913,0,1,1,0,1,0,0,69.0,576.268493,581.813671,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|164,9,50",ev_3000,"164,9,50",3,583.709654,1118.642292,2,534.932638,0,1,1,0,1,0,0,73.666667,550.514259,556.059436,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
ev_3000|165,ev_3000,165,1,501.890128,654.245023,1,152.354895,1,1,1,0,0,1,1,0.0,152.354895,157.900073,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_3000|165,102",ev_3000,"165,102",2,520.831743,1447.212241,2,926.380498,0,1,1,1,0,0,0,36.0,934.105646,939.650823,0,1.0,piggyback_big,base,piggyback_big,0,0,0,0,0,0
"ev_3000|165,31",ev_3000,"165,31",2,550.582221,1583.588482,2,1033.006261,0,1,1,1,0,0,0,51.0,1040.971672,1046.51685,0,1.0,piggyback_big,base,piggyback_big,0,0,0,0,0,0
"ev_3000|165,50",ev_3000,"165,50",2,547.828697,1256.265677,2,708.43698,0,1,1,0,1,0,0,82.0,725.382473,730.92765,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|165,61,67",ev_3000,"165,61,67",3,584.152365,2199.247959,3,1615.095594,0,1,1,0,1,0,0,55.333333,1625.291021,1630.836198,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|165,62,67",ev_3000,"165,62,67",3,586.828174,1882.952591,3,1296.124417,0,1,1,0,1,0,0,55.333333,1306.319844,1311.865021,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|165,9",ev_3000,"165,9",2,552.481783,1256.265677,2,703.783894,0,1,1,0,1,0,0,69.0,718.549475,724.094652,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
ev_3000|166,ev_3000,166,1,507.22703,568.320512,1,61.093482,1,1,1,0,0,1,1,0.0,61.093482,66.63866,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_3000|166,50",ev_3000,"166,50",2,553.205074,1170.341166,2,617.136092,0,1,1,0,1,0,0,82.0,634.081584,639.626762,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|166,61,67",ev_3000,"166,61,67",3,589.528743,2113.323448,3,1523.794705,0,1,1,0,1,0,0,55.333333,1533.990132,1539.53531,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|166,67",ev_3000,"166,67",2,549.972032,1320.35623,2,770.384198,0,1,1,0,1,0,0,68.0,782.505618,788.050795,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|166,9",ev_3000,"166,9",2,557.858161,1170.341166,2,612.483005,0,1,1,0,1,0,0,69.0,627.248586,632.793763,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|166,9,50",ev_3000,"166,9,50",3,584.428436,1170.341166,2,585.91273,0,1,1,0,1,0,0,73.666667,601.494351,607.039529,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
ev_3000|167,ev_3000,167,1,499.491559,654.245023,1,154.753464,1,1,1,0,0,1,1,0.0,154.753464,158.053344,0,0.510567,support,base,singleton,0,0,0,0,0,0
"ev_3000|167,10",ev_3000,"167,10",2,543.333426,1319.694374,2,776.360948,0,1,1,0,1,0,0,0.0,774.198624,779.743801,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|167,104",ev_3000,"167,104",2,551.239278,1279.664301,2,728.425023,0,1,1,0,1,0,0,0.0,726.537863,732.083041,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|167,105",ev_3000,"167,105",2,549.511771,1273.357218,2,723.845447,0,1,1,0,1,0,0,0.0,721.958287,727.503465,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|167,106",ev_3000,"167,106",2,551.218481,1279.588371,2,728.36989,0,1,1,0,1,0,0,0.0,726.48273,732.027908,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|167,116,105",ev_3000,"167,116,105",3,633.806128,2182.400701,3,1548.594572,0,1,1,0,1,0,0,22.0,1550.179169,1555.724347,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|167,164",ev_3000,"167,164",2,604.170254,1170.866661,2,566.696407,0,1,1,0,1,0,0,0.0,566.134219,571.679397,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|167,165",ev_3000,"167,165",2,599.314866,654.245023,1,54.930157,0,1,1,0,1,0,0,0.0,54.367969,59.913147,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|167,166",ev_3000,"167,166",2,604.91956,1222.565535,2,617.645976,0,1,1,0,1,0,0,0.0,617.083788,622.628965,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|167,30,165",ev_3000,"167,30,165",3,654.245023,654.245023,1,0.0,0,1,1,0,0,1,2,19.333333,1.040002,4.936727,0,0.627574,seed_current,base,"archive_seed,current,seed",1,1,0,1,1,1
"ev_3000|167,37",ev_3000,"167,37",2,569.541985,1222.565535,2,653.02355,0,1,1,1,0,0,0,0.0,651.348398,695.869322,2,0.759651,piggyback_big,base,piggyback_big,0,0,0,0,0,0
"ev_3000|167,43",ev_3000,"167,43",2,511.003837,1527.908411,2,1016.904573,0,1,1,0,1,0,0,27.0,1021.809072,1027.35425,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|167,43,121",ev_3000,"167,43,121",3,573.07456,2309.117051,3,1736.042491,0,1,1,0,1,0,0,9.0,1736.850056,1742.395234,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|167,43,73",ev_3000,"167,43,73",3,523.986588,2328.045939,3,1804.059351,0,1,1,0,1,0,0,9.0,1804.384955,1809.930133,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|167,72",ev_3000,"167,72",2,522.368404,1410.31159,2,887.943186,0,1,1,1,0,0,0,0.0,885.775134,889.850235,0,0.664272,piggyback_big,base,piggyback_big,0,0,0,0,0,0
"ev_3000|167,73",ev_3000,"167,73",2,517.130052,1454.382551,2,937.2525,0,1,1,0,1,0,0,0.0,935.084447,939.60537,0,0.759651,promotion_like_big,base,promotion,0,0,0,0,0,0
ev_3000|168,ev_3000,168,1,503.675538,513.543556,1,9.868018,1,1,1,0,0,1,1,0.0,9.868018,15.413195,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_3000|168,10",ev_3000,"168,10",2,547.517405,1178.992907,2,631.475502,0,1,1,0,1,0,0,0.0,629.313178,634.858355,0,1.0,promotion_like_big,residual,residual_promotion,0,0,0,0,0,0
"ev_3000|168,104",ev_3000,"168,104",2,555.423257,1138.962834,2,583.539577,0,1,1,0,1,0,0,0.0,581.652417,587.197595,0,1.0,promotion_like_big,residual,"promotion,residual_promotion",0,0,0,0,0,0
"ev_3000|168,105",ev_3000,"168,105",2,553.69575,1132.655751,2,578.960001,0,1,1,0,1,0,0,0.0,577.072841,582.618019,0,1.0,promotion_like_big,residual,"promotion,residual_promotion",0,0,0,0,0,0
"ev_3000|168,106",ev_3000,"168,106",2,555.40246,1138.886904,2,583.484444,0,1,1,0,1,0,0,0.0,581.597284,587.142462,0,1.0,promotion_like_big,residual,"promotion,residual_promotion",0,0,0,0,0,0
"ev_3000|168,164",ev_3000,"168,164",2,608.354233,1030.165195,2,421.810961,0,1,1,0,1,0,0,0.0,421.248773,426.793951,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|168,165",ev_3000,"168,165",2,603.498845,1167.788579,2,564.289734,0,1,1,0,1,0,0,0.0,563.727546,569.272724,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|168,166",ev_3000,"168,166",2,609.103539,1081.864068,2,472.76053,0,1,1,0,1,0,0,0.0,472.198342,477.743519,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|168,37",ev_3000,"168,37",2,573.725964,1081.864068,2,508.138104,0,1,1,1,0,0,0,0.0,506.462952,552.00813,2,1.0,piggyback_big,base,piggyback_big,0,0,0,0,0,0
"ev_3000|168,43",ev_3000,"168,43",2,515.187816,1387.206944,2,872.019127,0,1,1,0,1,0,0,27.0,876.923626,882.468804,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|168,43,121",ev_3000,"168,43,121",3,577.258539,2168.415584,3,1591.157045,0,1,1,0,1,0,0,9.0,1591.96461,1597.509788,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|168,43,73",ev_3000,"168,43,73",3,528.170567,2187.344472,3,1659.173905,0,1,1,0,1,0,0,9.0,1659.499509,1665.044687,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|168,73",ev_3000,"168,73",2,521.314031,1313.681084,2,792.367053,0,1,1,0,1,0,0,0.0,790.199001,795.744179,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
ev_3000|169,ev_3000,169,1,503.67412,513.540153,1,9.866033,1,1,1,0,0,1,1,0.0,9.866033,15.41121,0,1.0,support,base,singleton,0,0,0,0,0,0
"ev_3000|169,104",ev_3000,"169,104",2,555.421839,1138.959431,2,583.537592,0,1,1,0,1,0,0,0.0,581.650432,587.19561,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|169,105",ev_3000,"169,105",2,553.694332,1132.652347,2,578.958016,0,1,1,0,1,0,0,0.0,577.070856,582.616033,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
"ev_3000|169,106",ev_3000,"169,106",2,555.401042,1138.883501,2,583.482459,0,1,1,0,1,0,0,0.0,581.595299,587.140476,0,1.0,promotion_like_big,base,promotion,0,0,0,0,0,0
