order_id,weight_original,volume_original,cust_id,weight,volume,is_imputed_weight,is_imputed_volume,weight_impute_method,volume_impute_method,is_imputed_any,is_oversize_order
506,104.2524,0.2258,38,104.2524,0.2258,False,False,,,False,False
530,24.46,0.07663,38,24.46,0.07663,False,False,,,False,False
925,240.74,0.62893,38,240.74,0.62893,False,False,,,False,False
949,22.403,0.1799,38,22.403,0.1799,False,False,,,False,False
1039,100.0,0.19258,38,100.0,0.19258,False,False,,,False,False
1143,9.107,0.01846,38,9.107,0.01846,False,False,,,False,False
1204,45.9,0.1057,38,45.9,0.1057,False,False,,,False,False
1232,14.255,0.02883,38,14.255,0.02883,False,False,,,False,False
1268,156.82,1.27175,38,156.82,1.27175,False,False,,,False,False
1293,285.9998,0.4223,38,285.9998,0.4223,False,False,,,False,False
1387,31.086,0.3286,38,31.086,0.3286,False,False,,,False,False
1497,18.4,0.0395,38,18.4,0.0395,False,False,,,False,False
1653,20.0096,0.04541,38,20.0096,0.04541,False,False,,,False,False
1697,5.9755,0.04058,38,5.9755,0.04058,False,False,,,False,False
1797,12.4385,0.02464,38,12.4385,0.02464,False,False,,,False,False
1876,45.2088,0.10425,38,45.2088,0.10425,False,False,,,False,False
1894,24.7,0.0542,38,24.7,0.0542,False,False,,,False,False
1962,30.235,0.05702,38,30.235,0.05702,False,False,,,False,False
2082,51.629,0.13075,38,51.629,0.13075,False,False,,,False,False
308,40.17,0.10692,39,40.17,0.10692,False,False,,,False,False
342,1193.4089,2.9785,39,1193.4089,2.9785,False,False,,,False,False
354,469.8403,0.85897,39,469.8403,0.85897,False,False,,,False,False
837,6.4852,0.06057,39,6.4852,0.06057,False,False,,,False,False
1050,24.0,0.12013,39,24.0,0.12013,False,False,,,False,False
1192,18.4,0.03951,39,18.4,0.03951,False,False,,,False,False
1283,7.27,0.02852,39,7.27,0.02852,False,False,,,False,False
1488,7.91,0.01519,39,7.91,0.01519,False,False,,,False,False
1501,53.797,0.4702,39,53.797,0.4702,False,False,,,False,False
1557,8.206,0.01514,39,8.206,0.01514,False,False,,,False,False
1632,205.9399,0.3502,39,205.9399,0.3502,False,False,,,False,False
1636,10.2,0.05683,39,10.2,0.05683,False,False,,,False,False
1703,6.8448,0.01469,39,6.8448,0.01469,False,False,,,False,False
1718,7.1892,0.05743,39,7.1892,0.05743,False,False,,,False,False
2009,69.6592,0.16979,39,69.6592,0.16979,False,False,,,False,False
2016,24.632,0.06464,39,24.632,0.06464,False,False,,,False,False
2054,1301.3552,2.94734,39,1301.3552,2.94734,False,False,,,False,False
2132,569.5839,1.6526,39,569.5839,1.6526,False,False,,,False,False
314,35.946,0.2871,40,35.946,0.2871,False,False,,,False,False
663,44.78,0.1905,40,44.78,0.1905,False,False,,,False,False
763,32.614,0.08354,40,32.614,0.08354,False,False,,,False,False
906,42.805,0.12642,40,42.805,0.12642,False,False,,,False,False
997,24.0,0.5555,40,24.0,0.5555,False,False,,,False,False
1005,73.1707,0.54539,40,73.1707,0.54539,False,False,,,False,False
1140,575.155,1.33289,40,575.155,1.33289,False,False,,,False,False
1473,42.2,0.1017,40,42.2,0.1017,False,False,,,False,False
1537,15.134,0.06509,40,15.134,0.06509,False,False,,,False,False
1562,758.105,2.26603,40,758.105,2.26603,False,False,,,False,False
1637,41.2592,0.0929,40,41.2592,0.0929,False,False,,,False,False
1654,544.7777,1.00822,40,544.7777,1.00822,False,False,,,False,False
1685,394.905,1.04043,40,394.905,1.04043,False,False,,,False,False
1757,20.34,0.05787,40,20.34,0.05787,False,False,,,False,False
1836,20.7,0.0404,40,20.7,0.0404,False,False,,,False,False
1897,17.5322,0.13878,40,17.5322,0.13878,False,False,,,False,False
2006,7.712,0.01794,40,7.712,0.01794,False,False,,,False,False
316,186.55,0.42948,41,186.55,0.42948,False,False,,,False,False
405,31.23,0.08397,41,31.23,0.08397,False,False,,,False,False
473,49.0,0.1324,41,49.0,0.1324,False,False,,,False,False
544,5.6128,0.04773,41,5.6128,0.04773,False,False,,,False,False
589,30.0,0.0583,41,30.0,0.0583,False,False,,,False,False
591,37.303,0.3943,41,37.303,0.3943,False,False,,,False,False
593,91.6392,0.21568,41,91.6392,0.21568,False,False,,,False,False
683,33.7892,,41,33.7892,0.09207284128999348,False,True,,customer_density,True,False
686,33.12,0.07195,41,33.12,0.07195,False,False,,,False,False
830,14.98,0.02134,41,14.98,0.02134,False,False,,,False,False
843,51.34,0.1756,41,51.34,0.1756,False,False,,,False,False
952,86.43,0.20195,41,86.43,0.20195,False,False,,,False,False
968,45.9,0.1057,41,45.9,0.1057,False,False,,,False,False
984,35.28,0.14584,41,35.28,0.14584,False,False,,,False,False
994,27.11,0.0537,41,27.11,0.0537,False,False,,,False,False
1008,65.5,0.19424,41,65.5,0.19424,False,False,,,False,False
1029,19.22,0.06415,41,19.22,0.06415,False,False,,,False,False
1233,14.3784,0.11485,41,14.3784,0.11485,False,False,,,False,False
1238,40.3,0.1027,41,40.3,0.1027,False,False,,,False,False
1286,35.6,0.1098,41,35.6,0.1098,False,False,,,False,False
1297,30.6,0.0902,41,30.6,0.0902,False,False,,,False,False
1346,7.35,0.07685,41,7.35,0.07685,False,False,,,False,False
1362,33.52,0.06459,41,33.52,0.06459,False,False,,,False,False
1656,5.52,0.01517,41,5.52,0.01517,False,False,,,False,False
1679,16.684,0.03756,41,16.684,0.03756,False,False,,,False,False
1715,65.0,0.1365,41,65.0,0.1365,False,False,,,False,False
1719,248.18,0.68889,41,248.18,0.68889,False,False,,,False,False
1730,30.268,0.13018,41,30.268,0.13018,False,False,,,False,False
1804,6.085,0.01303,41,6.085,0.01303,False,False,,,False,False
1805,6.0,0.0165,41,6.0,0.0165,False,False,,,False,False
1964,28.68,0.06308,41,28.68,0.06308,False,False,,,False,False
1984,30.499,0.2894,41,30.499,0.2894,False,False,,,False,False
2075,42.8,0.1585,41,42.8,0.1585,False,False,,,False,False
2138,7.03,0.02007,41,7.03,0.02007,False,False,,,False,False
2159,1293.9199,3.32771,41,1293.9199,3.32771,False,False,,,False,False
312,20.5,0.0372,42,20.5,0.0372,False,False,,,False,False
337,1543.703,3.58958,42,1543.703,3.58958,False,False,,,False,False
351,1202.9499,3.14077,42,1202.9499,3.14077,False,False,,,False,False
380,20.2,0.04414,42,20.2,0.04414,False,False,,,False,False
399,30.617,0.2347,42,30.617,0.2347,False,False,,,False,False
477,40.5,0.0843,42,40.5,0.0843,False,False,,,False,False
742,41.68,0.10052,42,41.68,0.10052,False,False,,,False,False
746,1202.2998,2.35327,42,1202.2998,2.35327,False,False,,,False,False
804,40.008,0.09903,42,40.008,0.09903,False,False,,,False,False
883,,0.06638,42,27.524058893752485,0.06638,True,False,customer_density,,True,False
1020,27.98,0.07951,42,27.98,0.07951,False,False,,,False,False
1045,23.45,0.12423,42,23.45,0.12423,False,False,,,False,False
1304,26.496,0.0567,42,26.496,0.0567,False,False,,,False,False
1539,127.674,,42,127.674,0.3079124395393474,False,True,,customer_density,True,False
1583,768.328,1.87292,42,768.328,1.87292,False,False,,,False,False
1667,11.34,0.12151,42,11.34,0.12151,False,False,,,False,False
1690,7.8016,0.01751,42,7.8016,0.01751,False,False,,,False,False
1711,41.0,0.05267,42,41.0,0.05267,False,False,,,False,False
1814,33.12,0.0836,42,33.12,0.0836,False,False,,,False,False
1841,46.93,0.10581,42,46.93,0.10581,False,False,,,False,False
1971,46.362,0.29146,42,46.362,0.29146,False,False,,,False,False
1988,35.057,0.17274,42,35.057,0.17274,False,False,,,False,False
2070,10.38,0.02154,42,10.38,0.02154,False,False,,,False,False
2078,983.985,2.24821,42,983.985,2.24821,False,False,,,False,False
2084,9.44,0.02862,42,9.44,0.02862,False,False,,,False,False
321,8.973,0.02838,43,8.973,0.02838,False,False,,,False,False
366,62.355,0.14429,43,62.355,0.14429,False,False,,,False,False
386,45.2,0.0884,43,45.2,0.0884,False,False,,,False,False
416,14.67,0.03775,43,14.67,0.03775,False,False,,,False,False
510,51.0,0.1267,43,51.0,0.1267,False,False,,,False,False
535,35.946,0.2871,43,35.946,0.2871,False,False,,,False,False
536,97.23,0.44082,43,97.23,0.44082,False,False,,,False,False
545,21.476,0.1539,43,21.476,0.1539,False,False,,,False,False
553,23.76,0.09499,43,23.76,0.09499,False,False,,,False,False
628,52.9524,0.11612,43,52.9524,0.11612,False,False,,,False,False
654,11.73,0.02874,43,11.73,0.02874,False,False,,,False,False
768,53.15,0.44,43,53.15,0.44,False,False,,,False,False
781,13.425,0.03218,43,13.425,0.03218,False,False,,,False,False
786,36.8,0.0956,43,36.8,0.0956,False,False,,,False,False
794,126.1,0.28726,43,126.1,0.28726,False,False,,,False,False
800,35.946,0.2871,43,35.946,0.2871,False,False,,,False,False
882,326.6,0.72353,43,326.6,0.72353,False,False,,,False,False
924,24.99,0.08415,43,24.99,0.08415,False,False,,,False,False
969,50.25,0.10533,43,50.25,0.10533,False,False,,,False,False
974,13.72,0.04447,43,13.72,0.04447,False,False,,,False,False
1033,11.9658,0.09291,43,11.9658,0.09291,False,False,,,False,False
1256,24.99,0.0857,43,24.99,0.0857,False,False,,,False,False
1267,25.4598,0.60727,43,25.4598,0.60727,False,False,,,False,False
1356,38.0,0.07751,43,38.0,0.07751,False,False,,,False,False
1452,387.9201,0.79468,43,387.9201,0.79468,False,False,,,False,False
1458,40.31,0.52475,43,40.31,0.52475,False,False,,,False,False
1493,51.5448,0.38119,43,51.5448,0.38119,False,False,,,False,False
1516,19.77,0.04744,43,19.77,0.04744,False,False,,,False,False
1551,10.82,0.03619,43,10.82,0.03619,False,False,,,False,False
1602,43.73,0.12199,43,43.73,0.12199,False,False,,,False,False
1618,52.3,0.1096,43,52.3,0.1096,False,False,,,False,False
1628,58.55,0.16099,43,58.55,0.16099,False,False,,,False,False
1750,518.96,1.07497,43,518.96,1.07497,False,False,,,False,False
1783,5.67,0.01955,43,5.67,0.01955,False,False,,,False,False
1786,1264.1499,2.83041,43,1264.1499,2.83041,False,False,,,False,False
1938,35.02,0.08401,43,35.02,0.08401,False,False,,,False,False
1993,1216.9499,2.46382,43,1216.9499,2.46382,False,False,,,False,False
2095,42.8,0.197,43,42.8,0.197,False,False,,,False,False
2114,48.7,0.1368,43,48.7,0.1368,False,False,,,False,False
2124,14.042,0.03198,43,14.042,0.03198,False,False,,,False,False
2155,43.655,0.09131,43,43.655,0.09131,False,False,,,False,False
303,9.2,0.025,44,9.2,0.025,False,False,,,False,False
311,19.54,0.06156,44,19.54,0.06156,False,False,,,False,False
327,14.2268,0.10352,44,14.2268,0.10352,False,False,,,False,False
383,10.26,0.04118,44,10.26,0.04118,False,False,,,False,False
674,1208.3204,2.46916,44,1208.3204,2.46916,False,False,,,False,False
690,241.94,0.56595,44,241.94,0.56595,False,False,,,False,False
743,24.869,0.2629,44,24.869,0.2629,False,False,,,False,False
779,105.0,0.15396,44,105.0,0.15396,False,False,,,False,False
795,54.796,0.12953,44,54.796,0.12953,False,False,,,False,False
799,12.548,0.06213,44,12.548,0.06213,False,False,,,False,False
822,6.3695,0.04511,44,6.3695,0.04511,False,False,,,False,False
831,21.684,0.1861,44,21.684,0.1861,False,False,,,False,False
919,357.44,0.82818,44,357.44,0.82818,False,False,,,False,False
929,9.944,0.03326,44,9.944,0.03326,False,False,,,False,False
942,1238.024,2.80791,44,1238.024,2.80791,False,False,,,False,False
999,13.9012,0.04681,44,13.9012,0.04681,False,False,,,False,False
1117,45.461,0.3371,44,45.461,0.3371,False,False,,,False,False
1144,25.6698,0.60616,44,25.6698,0.60616,False,False,,,False,False
1183,50.0,0.0901,44,50.0,0.0901,False,False,,,False,False
1191,26.185,0.06368,44,26.185,0.06368,False,False,,,False,False
1201,36.9,0.1305,44,36.9,0.1305,False,False,,,False,False
1294,25.378,0.1555,44,25.378,0.1555,False,False,,,False,False
1359,682.39,1.6226,44,682.39,1.6226,False,False,,,False,False
1385,56.25,0.11948,44,56.25,0.11948,False,False,,,False,False
1434,9.2,0.01976,44,9.2,0.01976,False,False,,,False,False
1437,14.5312,0.0342,44,14.5312,0.0342,False,False,,,False,False
1479,50.4,0.1464,44,50.4,0.1464,False,False,,,False,False
1513,91.951,0.21788,44,91.951,0.21788,False,False,,,False,False
1782,11.5756,0.08104,44,11.5756,0.08104,False,False,,,False,False
2064,78.3544,0.17737,44,78.3544,0.17737,False,False,,,False,False
318,109.81,0.23056,45,109.81,0.23056,False,False,,,False,False
343,50.892,0.3851,45,50.892,0.3851,False,False,,,False,False
447,41.7,0.0904,45,41.7,0.0904,False,False,,,False,False
467,125.172,0.66327,45,125.172,0.66327,False,False,,,False,False
474,8.49,0.02369,45,8.49,0.02369,False,False,,,False,False
485,46.562,0.3449,45,46.562,0.3449,False,False,,,False,False
521,77.17,0.43535,45,77.17,0.43535,False,False,,,False,False
603,1099.1752,5.93097,45,1099.1752,5.93097,False,False,,,False,False
856,8.02,0.01966,45,8.02,0.01966,False,False,,,False,False
867,151.2825,0.31828,45,151.2825,0.31828,False,False,,,False,False
886,79.4272,0.19239,45,79.4272,0.19239,False,False,,,False,False
921,16.58,0.02605,45,16.58,0.02605,False,False,,,False,False
931,14.5738,0.11673,45,14.5738,0.11673,False,False,,,False,False
1032,23.17,0.06507,45,23.17,0.06507,False,False,,,False,False
1046,9.5797,0.02567,45,9.5797,0.02567,False,False,,,False,False
1072,302.33,0.44726,45,302.33,0.44726,False,False,,,False,False
1074,43.1924,0.09195,45,43.1924,0.09195,False,False,,,False,False
1106,21.1214,0.13362,45,21.1214,0.13362,False,False,,,False,False
1172,7.92,0.01922,45,7.92,0.01922,False,False,,,False,False
1197,34.052,0.12452,45,34.052,0.12452,False,False,,,False,False
1210,25.0972,0.05871,45,25.0972,0.05871,False,False,,,False,False
1298,22.4,0.0625,45,22.4,0.0625,False,False,,,False,False
1316,47.71,0.3466,45,47.71,0.3466,False,False,,,False,False
1374,426.8178,0.82758,45,426.8178,0.82758,False,False,,,False,False
1444,115.66,0.3,45,115.66,0.3,False,False,,,False,False
1461,22.6,0.0766,45,22.6,0.0766,False,False,,,False,False
1467,34.5045,0.16164,45,34.5045,0.16164,False,False,,,False,False
1481,96.7175,0.16042,45,96.7175,0.16042,False,False,,,False,False
1495,1223.7203,2.87579,45,1223.7203,2.87579,False,False,,,False,False
1515,169.402,0.3702,45,169.402,0.3702,False,False,,,False,False
1543,42.635,0.14912,45,42.635,0.14912,False,False,,,False,False
1726,11.9206,0.02679,45,11.9206,0.02679,False,False,,,False,False
1863,8.5035,0.05949,45,8.5035,0.05949,False,False,,,False,False
1888,98.25,0.29135,45,98.25,0.29135,False,False,,,False,False
1895,629.55,1.31949,45,629.55,1.31949,False,False,,,False,False
1928,10.765,0.03802,45,10.765,0.03802,False,False,,,False,False
1933,362.86,1.13025,45,362.86,1.13025,False,False,,,False,False
1968,6.47,0.05232,45,6.47,0.05232,False,False,,,False,False
2010,67.186,0.13816,45,67.186,0.13816,False,False,,,False,False
2044,12.7,0.04545,45,12.7,0.04545,False,False,,,False,False
2098,40.715,0.08267,45,40.715,0.08267,False,False,,,False,False
2112,13.87,0.06124,45,13.87,0.06124,False,False,,,False,False
2160,39.651,0.09432,45,39.651,0.09432,False,False,,,False,False
336,36.97,0.2802,46,36.97,0.2802,False,False,,,False,False
355,39.7036,0.08696,46,39.7036,0.08696,False,False,,,False,False
402,11.86,0.03717,46,11.86,0.03717,False,False,,,False,False
635,8.64,0.07626,46,8.64,0.07626,False,False,,,False,False
658,11.172,0.0384,46,11.172,0.0384,False,False,,,False,False
695,132.0,0.31909,46,132.0,0.31909,False,False,,,False,False
770,14.464,0.04838,46,14.464,0.04838,False,False,,,False,False
817,258.011,0.64704,46,258.011,0.64704,False,False,,,False,False
850,31.6,0.0626,46,31.6,0.0626,False,False,,,False,False
1021,103.31,0.29025,46,103.31,0.29025,False,False,,,False,False
1027,1695.2818,5.20587,46,1695.2818,5.20587,False,False,,,False,False
1130,8.055,0.01931,46,8.055,0.01931,False,False,,,False,False
1147,20.5,0.0263,46,20.5,0.0263,False,False,,,False,False
1157,37.151,0.3065,46,37.151,0.3065,False,False,,,False,False
1186,31.122,0.2692,46,31.122,0.2692,False,False,,,False,False
1227,56.725,0.13793,46,56.725,0.13793,False,False,,,False,False
1277,187.2809,0.9403,46,187.2809,0.9403,False,False,,,False,False
1305,11.06,0.02513,46,11.06,0.02513,False,False,,,False,False
1331,11.5184,0.02529,46,11.5184,0.02529,False,False,,,False,False
1504,181.514,0.41335,46,181.514,0.41335,False,False,,,False,False
1545,10.88,0.04857,46,10.88,0.04857,False,False,,,False,False
1549,56.4,0.05535,46,56.4,0.05535,False,False,,,False,False
1578,48.8,0.10619,46,48.8,0.10619,False,False,,,False,False
1585,12.8,0.0281,46,12.8,0.0281,False,False,,,False,False
1983,20.175,0.05693,46,20.175,0.05693,False,False,,,False,False
2000,10.25,0.02278,46,10.25,0.02278,False,False,,,False,False
2022,93.1,0.32,46,93.1,0.32,False,False,,,False,False
2076,10.52,0.05067,46,10.52,0.05067,False,False,,,False,False
2077,43.135,0.3446,46,43.135,0.3446,False,False,,,False,False
2113,23.65,0.10222,46,23.65,0.10222,False,False,,,False,False
2119,28.1,0.0823,46,28.1,0.0823,False,False,,,False,False
2151,49.333,0.3439,46,49.333,0.3439,False,False,,,False,False
2168,24.758,0.06948,46,24.758,0.06948,False,False,,,False,False
339,16.98,0.03914,47,16.98,0.03914,False,False,,,False,False
363,51.394,0.12628,47,51.394,0.12628,False,False,,,False,False
393,251.35,0.68638,47,251.35,0.68638,False,False,,,False,False
445,6.834,0.01584,47,6.834,0.01584,False,False,,,False,False
453,70.438,0.17269,47,70.438,0.17269,False,False,,,False,False
492,8.374,0.08295,47,8.374,0.08295,False,False,,,False,False
501,26.2,0.07769,47,26.2,0.07769,False,False,,,False,False
503,9.1836,0.07659,47,9.1836,0.07659,False,False,,,False,False
567,163.517,0.39985,47,163.517,0.39985,False,False,,,False,False
574,48.4,0.1202,47,48.4,0.1202,False,False,,,False,False
638,38.917,0.3598,47,38.917,0.3598,False,False,,,False,False
736,48.566,0.10568,47,48.566,0.10568,False,False,,,False,False
775,10.9303,0.08754,47,10.9303,0.08754,False,False,,,False,False
879,25.8,0.0638,47,25.8,0.0638,False,False,,,False,False
881,7.84,0.01786,47,7.84,0.01786,False,False,,,False,False
907,48.096,0.4055,47,48.096,0.4055,False,False,,,False,False
953,6.97,0.01762,47,6.97,0.01762,False,False,,,False,False
967,20.8,0.1376,47,20.8,0.1376,False,False,,,False,False
1048,29.54,0.11001,47,29.54,0.11001,False,False,,,False,False
1081,37.303,0.3943,47,37.303,0.3943,False,False,,,False,False
1094,34.85,0.07744,47,34.85,0.07744,False,False,,,False,False
1301,26.496,0.05667,47,26.496,0.05667,False,False,,,False,False
1358,20.0,0.0388,47,20.0,0.0388,False,False,,,False,False
1400,7.8652,0.05981,47,7.8652,0.05981,False,False,,,False,False
1414,52.8,0.1345,47,52.8,0.1345,False,False,,,False,False
1542,18.9,0.04694,47,18.9,0.04694,False,False,,,False,False
1622,43.1,0.1585,47,43.1,0.1585,False,False,,,False,False
1625,,0.04697,47,18.91304492512479,0.04697,True,False,customer_density,,True,False
1630,36.4,0.06084,47,36.4,0.06084,False,False,,,False,False
1635,7.58,0.01755,47,7.58,0.01755,False,False,,,False,False
1649,530.938,1.37064,47,530.938,1.37064,False,False,,,False,False
1652,22.184,0.04881,47,22.184,0.04881,False,False,,,False,False
1716,9.87,0.04245,47,9.87,0.04245,False,False,,,False,False
1752,29.71,0.07196,47,29.71,0.07196,False,False,,,False,False
1917,522.102,1.15687,47,522.102,1.15687,False,False,,,False,False
2023,22.65,0.02986,47,22.65,0.02986,False,False,,,False,False
2033,159.9417,0.37412,47,159.9417,0.37412,False,False,,,False,False
2126,311.682,0.80601,47,311.682,0.80601,False,False,,,False,False
315,14.905,0.14994,48,14.905,0.14994,False,False,,,False,False
325,41.4,0.114,48,41.4,0.114,False,False,,,False,False
357,959.6267,,48,959.6267,2.397983683609135,False,True,,customer_density,True,False
431,12.02,0.0284,48,12.02,0.0284,False,False,,,False,False
470,21.2,0.0501,48,21.2,0.0501,False,False,,,False,False
471,22.05,0.0476,48,22.05,0.0476,False,False,,,False,False
498,1821.1999,3.75153,48,1821.1999,3.75153,False,False,,,False,False
509,1308.2995,2.67432,48,1308.2995,2.67432,False,False,,,False,False
533,124.622,1.08743,48,124.622,1.08743,False,False,,,False,False
600,319.4999,0.4673,48,319.4999,0.4673,False,False,,,False,False
623,6.216,0.01262,48,6.216,0.01262,False,False,,,False,False
645,38.24,0.1021,48,38.24,0.1021,False,False,,,False,False
689,6.6264,0.04896,48,6.6264,0.04896,False,False,,,False,False
710,21.0887,0.16159,48,21.0887,0.16159,False,False,,,False,False
761,23.8,0.0855,48,23.8,0.0855,False,False,,,False,False
766,50.8,0.1129,48,50.8,0.1129,False,False,,,False,False
898,9.08,0.02315,48,9.08,0.02315,False,False,,,False,False
956,7.4,0.02092,48,7.4,0.02092,False,False,,,False,False
963,52.087,0.26195,48,52.087,0.26195,False,False,,,False,False
998,63.585,0.15629,48,63.585,0.15629,False,False,,,False,False
1107,228.335,0.49324,48,228.335,0.49324,False,False,,,False,False
1124,1321.9313,2.93759,48,1321.9313,2.93759,False,False,,,False,False
1142,11.3,0.02137,48,11.3,0.02137,False,False,,,False,False
1153,11.09,0.02742,48,11.09,0.02742,False,False,,,False,False
1215,21.144,0.1293,48,21.144,0.1293,False,False,,,False,False
1250,20.354,0.1554,48,20.354,0.1554,False,False,,,False,False
1291,10.1552,0.08294,48,10.1552,0.08294,False,False,,,False,False
1390,70.76,0.53821,48,70.76,0.53821,False,False,,,False,False
1423,63.42,0.15584,48,63.42,0.15584,False,False,,,False,False
1482,64.237,0.16052,48,64.237,0.16052,False,False,,,False,False
1506,229.9999,1.1088,48,229.9999,1.1088,False,False,,,False,False
1554,123.5021,0.89898,48,123.5021,0.89898,False,False,,,False,False
1566,14.675,0.02715,48,14.675,0.02715,False,False,,,False,False
1621,20.5,0.0263,48,20.5,0.0263,False,False,,,False,False
1684,16.37,0.03918,48,16.37,0.03918,False,False,,,False,False
1712,8.3513,0.06057,48,8.3513,0.06057,False,False,,,False,False
1749,7.4606,0.07886,48,7.4606,0.07886,False,False,,,False,False
1761,22.2,0.0662,48,22.2,0.0662,False,False,,,False,False
1764,9.92,0.11834,48,9.92,0.11834,False,False,,,False,False
1920,710.7048,1.46791,48,710.7048,1.46791,False,False,,,False,False
2103,673.0601,1.56277,48,673.0601,1.56277,False,False,,,False,False
2109,15.5112,0.03569,48,15.5112,0.03569,False,False,,,False,False
375,1113.6101,2.34178,49,1113.6101,2.34178,False,False,,,False,False
392,26.555,0.06188,49,26.555,0.06188,False,False,,,False,False
415,9.55,0.02007,49,9.55,0.02007,False,False,,,False,False
448,22.8,0.05126,49,22.8,0.05126,False,False,,,False,False
454,16.1069,0.10229,49,16.1069,0.10229,False,False,,,False,False
552,39.0,0.0806,49,39.0,0.0806,False,False,,,False,False
576,24.36,0.14166,49,24.36,0.14166,False,False,,,False,False
579,26.1,0.1494,49,26.1,0.1494,False,False,,,False,False
585,49.738,0.5258,49,49.738,0.5258,False,False,,,False,False
606,120.8355,0.36199,49,120.8355,0.36199,False,False,,,False,False
609,7.94,0.01791,49,7.94,0.01791,False,False,,,False,False
648,20.0,0.0411,49,20.0,0.0411,False,False,,,False,False
785,64.65,0.38029,49,64.65,0.38029,False,False,,,False,False
828,85.306,0.14781,49,85.306,0.14781,False,False,,,False,False
866,40.219,0.3694,49,40.219,0.3694,False,False,,,False,False
895,24.0,0.1604,49,24.0,0.1604,False,False,,,False,False
941,67.8275,0.27845,49,67.8275,0.27845,False,False,,,False,False
954,1304.48,3.18016,49,1304.48,3.18016,False,False,,,False,False
1037,12.618,0.09726,49,12.618,0.09726,False,False,,,False,False
1062,26.813,0.2463,49,26.813,0.2463,False,False,,,False,False
1169,37.303,0.3943,49,37.303,0.3943,False,False,,,False,False
1196,70.027,0.17248,49,70.027,0.17248,False,False,,,False,False
1216,27.0,0.0705,49,27.0,0.0705,False,False,,,False,False
1272,6.99,0.02042,49,6.99,0.02042,False,False,,,False,False
1339,31.54,0.0586,49,31.54,0.0586,False,False,,,False,False
1343,101.2884,0.69808,49,101.2884,0.69808,False,False,,,False,False
1351,21.568,0.1723,49,21.568,0.1723,False,False,,,False,False
1446,67.635,0.16386,49,67.635,0.16386,False,False,,,False,False
1460,121.148,0.24779,49,121.148,0.24779,False,False,,,False,False
1526,7.1892,0.05743,49,7.1892,0.05743,False,False,,,False,False
1558,7.9783,0.06306,49,7.9783,0.06306,False,False,,,False,False
1579,31.76,0.14881,49,31.76,0.14881,False,False,,,False,False
1597,8.1,0.02789,49,8.1,0.02789,False,False,,,False,False
1619,23.66,0.11178,49,23.66,0.11178,False,False,,,False,False
1631,7.59,0.02268,49,7.59,0.02268,False,False,,,False,False
1727,9.6958,0.02035,49,9.6958,0.02035,False,False,,,False,False
1777,11.1212,0.09478,49,11.1212,0.09478,False,False,,,False,False
1802,7.5032,0.03096,49,7.5032,0.03096,False,False,,,False,False
1822,36.0,0.0974,49,36.0,0.0974,False,False,,,False,False
1864,14.72,0.03142,49,14.72,0.03142,False,False,,,False,False
1902,35.821,0.08499,49,35.821,0.08499,False,False,,,False,False
1960,7.2,0.04811,49,7.2,0.04811,False,False,,,False,False
2039,39.3789,0.30663,49,39.3789,0.30663,False,False,,,False,False
2106,41.4,0.114,49,41.4,0.114,False,False,,,False,False
2146,595.03,1.48778,49,595.03,1.48778,False,False,,,False,False
2147,15.68,0.03674,49,15.68,0.03674,False,False,,,False,False
345,28.47,0.14157,50,28.47,0.14157,False,False,,,False,False
374,12.83,0.06935,50,12.83,0.06935,False,False,,,False,False
394,31.82,0.13316,50,31.82,0.13316,False,False,,,False,False
401,136.8599,0.22425,50,136.8599,0.22425,False,False,,,False,False
480,84.64,0.22827,50,84.64,0.22827,False,False,,,False,False
604,7.6602,0.04789,50,7.6602,0.04789,False,False,,,False,False
665,13.02,0.02981,50,13.02,0.02981,False,False,,,False,False
676,91.86,0.2025,50,91.86,0.2025,False,False,,,False,False
684,29.4,0.0794,50,29.4,0.0794,False,False,,,False,False
711,20.9024,0.04435,50,20.9024,0.04435,False,False,,,False,False
712,7.89,0.03591,50,7.89,0.03591,False,False,,,False,False
716,308.98,1.70785,50,308.98,1.70785,False,False,,,False,False
733,12.88,0.03014,50,12.88,0.03014,False,False,,,False,False
758,9.85,0.0349,50,9.85,0.0349,False,False,,,False,False
759,676.3401,1.60846,50,676.3401,1.60846,False,False,,,False,False
787,31.086,0.3286,50,31.086,0.3286,False,False,,,False,False
838,1937.5999,4.09005,50,1937.5999,4.09005,False,False,,,False,False
892,41.5,0.1079,50,41.5,0.1079,False,False,,,False,False
947,6.96,0.04435,50,6.96,0.04435,False,False,,,False,False
955,19.05,0.03445,50,19.05,0.03445,False,False,,,False,False
965,13.1,0.03885,50,13.1,0.03885,False,False,,,False,False
1137,41.0,0.56,50,41.0,0.56,False,False,,,False,False
1149,28.757,,50,28.757,0.07563085156975052,False,True,,customer_density,True,False
1163,460.2411,1.04973,50,460.2411,1.04973,False,False,,,False,False
1240,23.904,0.1527,50,23.904,0.1527,False,False,,,False,False
1266,42.93,0.09339,50,42.93,0.09339,False,False,,,False,False
1290,29.09,0.06587,50,29.09,0.06587,False,False,,,False,False
1300,23.54,0.0523,50,23.54,0.0523,False,False,,,False,False
1322,8.29,0.01922,50,8.29,0.01922,False,False,,,False,False
1372,399.3701,0.99523,50,399.3701,0.99523,False,False,,,False,False
1511,9.2797,0.02238,50,9.2797,0.02238,False,False,,,False,False
1588,8.3,0.06773,50,8.3,0.06773,False,False,,,False,False
